CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,12,IND CALCADOS,2,IND TRANSF,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,13,ALIM E BEB,2,IND TRANSF,27,713,455,258,376,91,44,6,0,196,0,2,3,6,15,39,29,474,30,114,1,0,3,139,91,292,122,57,9,0,20,92,257,128,65,38,39,33,14,12,5,10,42,41,65,92,155,0,98,212,8,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,14,SER UTIL PUB,3,SERV IND UP,8,"1,510","1,136",374,"1,190",163,82,47,1,27,0,2,7,10,142,73,50,430,45,448,290,13,21,20,43,135,385,803,103,0,24,12,46,39,91,75,181,288,180,60,116,398,5,590,97,383,61,0,317,13,44,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,15,CONSTR CIVIL,4,CONSTR CIVIL,49,"4,513","3,773",740,"1,031",467,100,69,3,"1,039","1,804",4,49,35,59,136,310,"2,934",147,837,2,0,8,230,270,586,559,"2,460",400,15,43,237,841,"1,728",870,277,143,63,56,28,192,20,69,323,127,"2,949",67,0,802,18,154,4
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,16,COM VAREJ,5,COMERCIO,"1,007","7,009","3,762","3,247","3,684","1,671",343,29,4,"1,278",0,4,44,95,166,613,530,"4,782",261,510,4,0,36,"1,379","1,315","2,180","1,242",789,68,5,55,"2,042","2,254","1,606",570,171,142,55,26,7,4,72,482,197,"1,096","1,696","2,336",2,961,119,120,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,17,COM ATACAD,5,COMERCIO,579,"4,793","2,317","2,476","2,932","1,231",273,54,18,285,0,1,15,51,102,375,363,"2,873",312,689,10,2,29,766,889,"1,631",894,546,38,1,36,"1,053","1,325","1,136",451,243,216,162,64,29,24,53,423,209,379,"1,627","1,339",3,706,36,71,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,18,INST FINANC,6,SERVICOS,52,593,269,324,463,86,21,17,0,6,0,0,0,0,1,3,7,82,89,408,3,0,0,69,130,200,114,77,3,0,5,23,17,49,125,92,102,69,64,16,25,6,86,128,34,331,9,0,5,0,0,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,19,ADM TEC PROF,6,SERVICOS,445,"8,686","5,508","3,178","5,045","2,568",880,33,5,155,0,6,96,131,409,"1,107",457,"5,262",413,794,11,0,28,"1,530","1,394","2,636","1,908","1,126",64,2,696,"2,274","3,327","1,095",498,217,155,77,36,12,4,293,138,302,285,"3,333","4,403",9,173,9,34,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,20,TRAN E COMUN,6,SERVICOS,125,952,740,212,563,261,68,6,2,52,0,3,8,24,52,85,86,595,27,71,1,0,4,116,133,317,206,160,16,1,11,172,387,228,46,21,33,20,6,5,2,20,33,31,49,288,280,1,248,3,18,1
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,21,ALOJ COMUNIC,6,SERVICOS,490,"7,124","2,605","4,519","4,154","2,198",519,90,4,119,40,21,136,189,328,749,653,"3,316",341,"1,362",24,5,48,"1,219","1,121","1,957","1,518","1,145",116,4,80,"2,675","1,352","1,186",688,390,311,176,85,35,26,116,345,882,541,"2,904","2,099",12,281,25,35,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,22,MED ODON VET,6,SERVICOS,55,527,240,287,341,76,48,2,1,59,0,0,0,0,2,23,12,300,23,167,0,0,1,54,73,213,125,59,2,0,2,140,107,132,72,44,22,6,0,0,0,2,14,118,79,166,106,0,41,0,3,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,23,ENSINO,6,SERVICOS,42,"1,255",456,799,825,294,51,12,0,73,0,0,8,3,27,115,43,306,101,580,59,13,8,149,155,404,301,221,17,7,44,185,252,324,142,107,84,58,31,2,5,14,36,479,287,256,134,0,10,51,2,0
3.55E+20,3.55E+12,9,BOM RETIRO,9,SE,1,Centro,1,CENTRO,25,AGRICULTURA,8,AGROPECUARIA,3,16,4,12,12,4,0,0,0,0,0,0,1,0,1,3,0,5,2,4,0,0,0,1,1,5,6,3,0,0,0,6,3,1,0,4,0,1,1,0,0,0,1,3,0,4,7,0,1,0,0,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,3,IND METALURG,2,IND TRANSF,28,373,299,74,175,158,37,0,0,3,0,2,12,11,29,48,31,226,2,12,0,0,0,66,63,110,59,71,4,0,6,63,105,107,41,20,9,3,3,0,0,16,6,6,16,44,17,0,206,62,16,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,4,IND MECANICA,2,IND TRANSF,11,74,65,9,48,21,5,0,0,0,0,1,1,1,4,26,3,31,1,6,0,0,0,10,9,20,15,20,0,0,0,16,14,21,11,10,1,0,0,0,0,1,1,1,8,8,1,0,45,0,10,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,5,ELET E COMUN,2,IND TRANSF,6,119,71,48,80,5,1,11,0,22,0,0,0,0,2,9,6,52,8,35,0,7,0,13,22,55,18,10,1,0,3,12,35,13,7,5,4,6,14,8,11,1,30,11,12,13,16,0,34,1,2,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,6,MAT TRANSP,2,IND TRANSF,5,65,58,7,44,9,3,0,0,9,0,0,3,0,16,10,6,27,1,2,0,0,0,7,7,11,20,20,0,0,0,3,24,22,10,4,0,0,0,0,0,2,3,1,0,11,6,0,36,5,3,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,7,MAD E MOBIL,2,IND TRANSF,12,67,60,7,44,14,5,0,0,4,0,0,0,4,5,14,8,32,0,4,0,0,0,13,12,15,13,12,2,0,0,17,20,15,7,4,3,0,0,0,0,1,1,0,2,8,2,0,52,0,2,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,8,PAPEL E GRAF,2,IND TRANSF,26,263,174,89,166,52,8,19,1,17,0,1,1,10,20,37,23,130,17,23,1,0,0,27,31,82,60,56,7,0,0,28,72,77,33,13,15,7,0,1,0,17,10,10,29,31,19,0,150,14,0,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,9,BOR FUM COUR,2,IND TRANSF,14,389,253,136,254,97,22,2,0,14,0,0,1,2,7,10,82,245,17,25,0,0,8,65,59,131,84,39,3,0,10,48,104,111,42,30,24,10,1,0,1,8,6,8,62,72,34,0,134,68,5,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,10,IND QUIMICA,2,IND TRANSF,20,268,168,100,165,73,22,1,1,6,0,0,4,7,17,92,26,112,4,6,0,0,2,40,39,88,62,36,1,0,0,51,121,76,11,2,3,1,0,0,0,3,16,2,7,43,13,0,141,39,7,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,11,IND TEXTIL,2,IND TRANSF,"1,150","10,972","4,062","6,910","6,051","3,744",698,60,14,405,0,4,71,124,633,"1,174",974,"7,271",267,447,6,1,41,"1,751","1,710","3,413","2,595","1,405",57,0,58,"3,927","3,992","1,927",500,243,152,45,11,6,2,109,855,174,482,"1,911","3,305",26,"4,158",30,31,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,12,IND CALCADOS,2,IND TRANSF,1,6,3,3,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,13,ALIM E BEB,2,IND TRANSF,12,124,78,46,59,55,10,0,0,0,0,1,2,3,2,21,4,86,2,3,0,0,0,17,21,41,29,14,2,0,0,33,46,26,11,4,2,1,0,0,0,1,21,3,2,26,44,0,10,17,1,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,14,SER UTIL PUB,3,SERV IND UP,2,905,592,313,742,112,32,15,1,3,0,0,0,4,4,20,20,228,77,543,8,1,8,44,138,412,178,120,5,0,8,0,30,91,97,76,170,180,159,47,41,6,76,365,134,154,2,0,135,14,25,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,15,CONSTR CIVIL,4,CONSTR CIVIL,34,791,725,66,481,216,82,5,2,5,0,7,60,45,128,135,54,312,18,30,2,0,0,101,125,270,166,124,5,0,1,98,350,202,80,26,16,3,0,0,0,15,10,9,33,66,31,0,576,9,57,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,16,COM VAREJ,5,COMERCIO,"1,667","10,388","5,157","5,231","6,164","2,917",619,54,13,621,0,8,82,175,330,"1,038",995,"6,797",314,640,9,0,91,"2,556","1,864","2,996","1,748","1,053",80,92,84,"3,586","3,589","1,767",535,220,214,131,48,26,16,80,813,323,353,"2,617","4,958",21,"1,059",143,101,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,17,COM ATACAD,5,COMERCIO,"1,116","8,323","4,528","3,795","5,005","2,288",529,73,9,419,0,9,114,136,398,825,849,"5,101",350,535,6,0,71,"1,696","1,442","2,517","1,550",951,96,1,48,"2,383","2,486","1,800",740,317,269,128,42,10,11,88,600,149,435,"2,428","3,385",12,"1,229",44,40,1
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,18,INST FINANC,6,SERVICOS,51,"2,631","1,415","1,216","2,038",385,64,137,3,4,0,0,0,1,0,5,6,248,229,"2,134",8,0,0,135,312,"1,246",583,341,14,3,8,18,15,30,357,398,746,389,222,66,51,328,734,122,800,971,2,0,1,0,1,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,19,ADM TEC PROF,6,SERVICOS,317,"10,098","4,051","6,047","5,079","3,656","1,093",112,29,129,0,10,38,62,127,303,424,"6,221","1,490","1,405",17,1,202,"3,919","1,682","2,163","1,152",927,53,13,"1,750","3,708","1,648","1,399",503,252,215,215,77,29,11,278,139,435,385,"7,807",647,2,587,0,94,2
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,20,TRAN E COMUN,6,SERVICOS,134,"1,684","1,420",264,"1,279",278,68,1,1,57,0,2,85,149,131,237,107,815,39,116,3,0,4,158,158,415,450,441,58,1,27,187,397,398,373,122,44,24,4,1,0,106,43,32,52,352,474,1,677,0,53,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,21,ALOJ COMUNIC,6,SERVICOS,405,"4,138","2,049","2,089","2,119","1,584",284,70,21,60,0,7,50,121,269,618,493,"2,025",159,388,6,2,40,710,604,"1,094",895,748,47,1,91,"1,436",997,751,287,151,180,117,49,5,2,71,169,304,348,"1,182","1,870",4,220,31,8,2
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,22,MED ODON VET,6,SERVICOS,27,308,186,122,228,65,14,0,0,1,0,0,0,2,3,8,4,220,4,67,0,0,1,32,33,92,91,58,1,1,0,80,134,65,18,4,5,0,0,0,0,1,6,26,76,53,25,0,120,0,2,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,23,ENSINO,6,SERVICOS,11,406,251,155,316,66,18,4,0,2,0,0,0,0,3,14,1,112,25,251,0,0,0,26,31,109,128,108,4,1,0,20,20,60,33,31,80,123,27,8,3,0,4,267,26,60,32,0,15,0,2,0
3.55E+20,3.55E+12,10,BRAS,25,MOOCA,2,Leste,2,LESTE 1,25,AGRICULTURA,8,AGROPECUARIA,4,13,11,2,6,4,2,0,0,1,0,0,0,0,1,4,0,7,0,1,0,0,0,3,0,4,5,1,0,0,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,3,1,6,3,0,0,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,2,MIN NAO MET,2,IND TRANSF,4,61,46,15,28,18,1,0,0,14,0,0,0,1,0,12,3,36,3,6,0,0,0,6,5,14,22,13,1,0,1,3,23,14,12,7,1,0,0,0,0,0,1,2,4,13,14,0,27,0,0,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,3,IND METALURG,2,IND TRANSF,30,454,380,74,314,99,27,4,0,10,0,0,6,21,28,63,42,235,24,33,2,0,0,66,75,130,98,77,8,0,1,25,169,134,55,26,24,13,2,1,0,4,15,9,64,82,38,0,211,23,12,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,4,IND MECANICA,2,IND TRANSF,30,"3,133","1,900","1,233","2,058",790,239,12,0,34,0,0,23,37,45,270,71,"2,145",89,451,2,0,0,174,422,"1,387",774,364,12,0,1,41,657,"1,252",424,192,193,186,116,27,29,15,51,91,304,260,33,0,"2,128",175,91,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,5,ELET E COMUN,2,IND TRANSF,5,36,27,9,25,7,1,0,0,3,0,0,0,0,0,6,3,22,2,3,0,0,0,4,7,7,9,9,0,0,2,4,8,13,0,4,2,1,2,0,0,0,2,0,6,6,4,0,17,1,0,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,6,MAT TRANSP,2,IND TRANSF,6,126,108,18,70,37,17,0,0,2,0,3,6,7,20,17,19,48,5,1,0,0,5,19,16,31,32,21,2,0,6,10,67,33,2,0,0,0,0,0,0,8,3,0,2,10,7,0,99,2,3,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,7,MAD E MOBIL,2,IND TRANSF,12,154,126,28,112,25,13,1,0,3,0,0,4,2,12,13,17,73,9,19,4,1,1,21,21,46,31,33,1,0,2,15,38,33,31,13,12,7,1,0,0,2,9,10,24,25,12,0,73,1,0,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,8,PAPEL E GRAF,2,IND TRANSF,60,"1,365",852,513,727,377,89,5,0,167,0,0,28,31,39,83,109,875,48,151,1,0,11,155,187,481,319,193,19,1,30,120,398,311,163,127,90,60,15,8,1,41,38,70,138,324,63,0,599,119,14,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,9,BOR FUM COUR,2,IND TRANSF,30,630,341,289,442,142,32,0,0,14,0,1,3,9,29,68,50,363,43,63,1,0,8,95,117,207,128,73,2,0,4,121,160,187,69,27,29,19,7,0,2,5,25,13,109,95,113,0,265,7,3,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,10,IND QUIMICA,2,IND TRANSF,19,312,208,104,201,66,21,0,0,24,0,0,4,16,21,34,22,166,17,32,0,0,1,38,39,103,77,52,2,0,1,43,95,101,28,15,10,6,10,0,0,3,14,7,50,60,34,0,86,55,6,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,11,IND TEXTIL,2,IND TRANSF,30,569,149,420,441,80,44,1,1,2,0,1,8,15,38,76,57,330,16,28,0,0,2,74,77,192,128,93,3,0,2,118,269,127,25,13,9,0,0,0,0,6,18,18,30,63,57,0,379,0,4,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,13,ALIM E BEB,2,IND TRANSF,24,537,252,285,220,122,27,2,1,165,0,2,4,14,28,63,55,323,8,40,0,0,0,90,86,163,122,71,5,0,0,206,159,117,30,10,10,2,0,0,0,3,24,7,17,82,257,0,109,35,6,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,14,SER UTIL PUB,3,SERV IND UP,3,169,136,33,111,34,18,6,0,0,0,0,0,2,9,7,10,73,2,34,32,0,6,6,11,36,39,65,6,3,4,5,13,18,11,18,24,32,19,5,16,1,0,51,18,25,2,0,55,0,18,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,15,CONSTR CIVIL,4,CONSTR CIVIL,51,"1,769","1,627",142,990,585,131,47,0,16,0,3,214,86,248,218,136,532,49,282,1,0,7,236,288,542,365,303,28,4,20,158,594,432,199,102,117,68,36,1,1,37,30,39,122,158,41,0,"1,188",1,190,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,16,COM VAREJ,5,COMERCIO,463,"3,979","2,308","1,671","2,494","1,062",223,38,5,157,0,4,39,75,157,454,423,"2,364",130,333,0,0,39,843,659,"1,159",753,482,44,8,78,917,"1,449",879,282,138,109,37,19,8,4,51,239,145,263,767,"1,641",6,566,166,186,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,17,COM ATACAD,5,COMERCIO,123,"2,988","2,118",870,"1,906",588,178,144,4,168,0,2,20,23,42,141,211,"1,822",231,486,8,2,26,469,630,"1,018",524,296,25,0,51,754,646,600,336,203,149,83,56,23,34,53,223,133,275,815,"1,110",0,373,49,10,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,18,INST FINANC,6,SERVICOS,35,742,268,474,647,61,17,13,0,4,0,0,1,1,2,1,10,145,74,496,10,2,3,81,129,286,169,72,2,0,9,21,49,89,116,118,128,91,67,21,28,5,73,215,121,325,8,0,0,0,0,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,19,ADM TEC PROF,6,SERVICOS,295,"4,666","2,954","1,712","3,049","1,181",197,66,0,167,6,8,58,67,147,326,657,"2,526",235,634,7,1,17,532,701,"1,654","1,076",649,37,3,49,"1,219",690,"1,079",432,407,401,167,67,61,30,61,109,248,331,"1,362","2,312",1,256,5,42,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,20,TRAN E COMUN,6,SERVICOS,76,"1,096",960,136,444,280,48,3,2,319,0,1,10,18,50,126,71,711,26,82,1,0,13,104,163,384,280,141,11,1,14,104,314,397,135,73,38,10,1,0,0,9,24,13,50,225,156,0,620,0,8,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,21,ALOJ COMUNIC,6,SERVICOS,247,"11,049","3,213","7,836","3,910","5,611",866,17,1,644,0,24,204,401,"3,384","1,671",891,"3,641",219,599,14,1,20,951,"1,198","3,218","3,343","2,213",106,11,122,"6,095","2,568","1,140",386,184,140,61,40,18,13,271,132,356,354,"1,409","7,804",61,824,53,56,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,22,MED ODON VET,6,SERVICOS,67,"2,520",618,"1,902","1,993",369,111,27,0,20,0,1,19,31,26,81,89,"1,442",182,636,2,11,18,253,329,896,625,358,41,23,30,400,307,447,581,343,179,119,30,10,8,43,26,496,840,782,340,0,23,5,8,0
3.55E+20,3.55E+12,14,CAMBUCI,9,SE,1,Centro,1,CENTRO,23,ENSINO,6,SERVICOS,26,"1,099",600,499,725,67,39,13,0,255,0,1,3,5,14,13,17,219,62,615,119,31,7,100,146,369,290,168,19,10,45,186,152,227,112,57,80,82,60,11,13,64,37,618,165,171,102,0,6,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,1,EXTR MINERAL,1,EXTR MINERAL,1,6,5,1,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,2,MIN NAO MET,2,IND TRANSF,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,3,IND METALURG,2,IND TRANSF,8,19,15,4,7,2,3,0,0,7,0,0,0,0,1,3,2,12,0,1,0,0,0,0,2,8,3,6,0,0,0,4,3,7,2,2,0,1,0,0,0,0,1,0,4,3,0,0,11,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,4,IND MECANICA,2,IND TRANSF,3,21,16,5,18,3,0,0,0,0,0,0,0,6,0,1,0,6,1,7,0,0,0,1,6,8,3,3,0,0,0,1,4,10,5,0,1,0,0,0,0,0,1,2,2,6,3,0,4,1,2,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,5,ELET E COMUN,2,IND TRANSF,3,146,88,58,116,19,8,2,1,0,0,0,1,0,1,2,1,75,20,45,1,0,0,15,27,73,25,4,2,0,0,1,27,67,10,7,9,9,11,3,2,0,5,17,30,17,2,0,72,0,3,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,6,MAT TRANSP,2,IND TRANSF,1,16,13,3,14,1,1,0,0,0,0,1,1,2,1,2,3,6,0,0,0,0,0,0,0,4,11,1,0,0,0,0,8,7,0,1,0,0,0,0,0,0,1,0,0,2,1,0,11,0,1,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,7,MAD E MOBIL,2,IND TRANSF,8,79,66,13,49,18,9,0,0,3,0,0,1,2,4,8,21,40,1,2,0,0,0,12,10,20,20,12,5,0,0,3,23,32,12,4,3,0,0,0,0,2,2,1,0,13,8,0,53,2,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,8,PAPEL E GRAF,2,IND TRANSF,23,193,117,76,97,34,6,1,0,55,0,0,0,3,2,16,4,68,8,90,1,1,0,18,34,69,44,27,1,0,0,4,28,55,25,15,12,15,19,2,11,7,17,38,11,35,29,0,62,1,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,9,BOR FUM COUR,2,IND TRANSF,10,31,16,15,28,2,0,0,1,0,0,0,0,1,0,6,4,17,0,3,0,0,0,1,6,9,11,4,0,0,0,8,9,9,1,0,1,0,0,0,0,3,1,7,7,6,3,0,5,2,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,10,IND QUIMICA,2,IND TRANSF,12,253,130,123,148,74,5,1,0,25,0,0,7,1,7,29,24,154,15,16,0,0,0,34,34,94,46,38,7,0,0,19,122,54,31,12,7,1,1,1,0,5,8,10,17,59,40,0,95,22,2,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,11,IND TEXTIL,2,IND TRANSF,11,34,8,26,19,7,7,1,0,0,0,0,1,1,4,6,1,21,0,0,0,0,0,6,4,10,3,9,2,0,0,23,7,3,0,0,0,0,0,0,0,1,2,0,1,2,7,0,22,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,13,ALIM E BEB,2,IND TRANSF,11,98,64,34,51,22,9,7,0,9,0,0,13,8,7,12,8,43,1,6,0,0,0,11,11,38,20,18,0,0,0,43,25,22,6,1,1,0,0,0,0,0,5,0,1,18,51,0,9,14,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,15,CONSTR CIVIL,4,CONSTR CIVIL,41,656,600,56,380,205,38,3,0,30,0,2,47,54,21,72,109,292,17,42,0,0,1,61,97,222,163,105,7,0,2,42,217,255,57,31,30,10,3,0,0,9,7,18,29,66,34,0,405,1,96,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,16,COM VAREJ,5,COMERCIO,199,"1,766",991,775,"1,037",491,89,11,2,136,0,3,25,47,66,222,208,871,83,237,4,0,14,377,304,488,322,235,26,0,24,458,554,377,145,53,69,31,28,7,7,13,161,121,102,413,683,2,161,83,40,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,17,COM ATACAD,5,COMERCIO,61,629,371,258,445,125,22,15,0,22,0,0,2,9,16,77,50,241,40,190,3,1,4,84,97,208,143,85,8,0,3,83,140,116,81,46,61,47,23,9,14,6,73,44,91,212,124,0,72,3,10,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,18,INST FINANC,6,SERVICOS,19,130,57,73,91,16,7,7,0,9,0,0,0,0,1,1,2,28,19,79,0,0,1,15,25,39,32,16,2,0,1,12,14,11,31,16,20,13,9,1,2,0,16,26,10,70,7,0,1,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,19,ADM TEC PROF,6,SERVICOS,402,"2,682","1,824",858,"1,579",725,133,39,0,200,6,29,116,182,265,344,167,726,194,647,10,2,5,320,444,814,639,421,39,7,53,356,497,707,482,192,185,75,18,1,10,99,82,362,188,578,"1,336",5,122,2,7,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,20,TRAN E COMUN,6,SERVICOS,40,341,174,167,170,140,23,0,0,8,0,0,4,8,7,27,14,104,64,107,6,0,5,74,66,110,41,44,1,0,7,67,92,85,45,26,11,2,2,0,0,4,16,11,97,115,61,0,41,0,0,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,21,ALOJ COMUNIC,6,SERVICOS,187,"1,981",755,"1,226","1,139",542,157,14,1,128,0,8,61,57,139,170,176,813,65,474,17,1,73,301,255,571,432,310,39,15,151,513,494,483,145,40,64,18,11,4,10,33,110,270,190,320,981,9,87,8,6,0
3.55E+20,3.55E+12,49,LIBERDADE,9,SE,1,Centro,1,CENTRO,22,MED ODON VET,6,SERVICOS,52,273,82,191,171,73,17,6,0,6,0,0,2,1,2,15,3,100,14,79,0,57,0,23,57,106,38,43,6,12,26,79,52,43,22,5,10,5,0,0,0,19,8,120,34,74,32,0,4,1,0,0
